Open,High,Low,Close,Date
35472.71,37662.63,35362.38,37618.87,2021-02-03 00:00:00
37620.26,38708.27,36161.95,36936.66,2021-02-04 00:00:00
36936.65,38310.12,36570.0,38290.24,2021-02-05 00:00:00
38289.32,40955.51,38215.94,39186.94,2021-02-06 00:00:00
39181.01,39700.0,37351.0,38795.69,2021-02-07 00:00:00
38795.69,46794.45,37988.89,46374.87,2021-02-08 00:00:00
46374.86,48142.19,44961.09,46420.42,2021-02-09 00:00:00
46420.42,47310.0,43727.0,44807.58,2021-02-10 00:00:00
44807.58,48678.9,43994.02,47969.51,2021-02-11 00:00:00
47968.66,48985.8,46125.0,47287.6,2021-02-12 00:00:00
47298.15,48150.0,46202.53,47153.69,2021-02-13 00:00:00
47156.78,49707.43,47014.17,48577.79,2021-02-14 00:00:00
48580.47,49010.92,45570.79,47911.1,2021-02-15 00:00:00
47911.1,50689.18,47003.62,49133.45,2021-02-16 00:00:00
49133.45,52618.74,48947.0,52119.71,2021-02-17 00:00:00
52117.67,52530.0,50901.9,51552.6,2021-02-18 00:00:00
51552.61,56368.0,50710.2,55906.0,2021-02-19 00:00:00
55906.0,57700.46,53863.93,55841.19,2021-02-20 00:00:00
55841.19,58352.8,55477.59,57408.57,2021-02-21 00:00:00
57412.35,57508.47,47622.0,54087.67,2021-02-22 00:00:00
54087.67,54183.59,44892.56,48891.0,2021-02-23 00:00:00
48891.0,51374.99,46988.69,49676.2,2021-02-24 00:00:00
49676.21,52041.73,46674.34,47073.73,2021-02-25 00:00:00
47073.73,48424.11,44106.78,46276.87,2021-02-26 00:00:00
46276.88,48394.0,45000.0,46106.43,2021-02-27 00:00:00
46103.67,46638.46,43000.0,45135.66,2021-02-28 00:00:00
45134.11,49790.0,44950.53,49587.03,2021-03-01 00:00:00
49595.76,50200.0,47047.6,48440.65,2021-03-02 00:00:00
48436.61,52640.0,48100.71,50349.37,2021-03-03 00:00:00
50349.37,51773.88,47500.0,48374.09,2021-03-04 00:00:00
48374.09,49448.93,46300.0,48751.71,2021-03-05 00:00:00
48746.81,49200.0,47070.0,48882.2,2021-03-06 00:00:00
48882.2,51450.03,48882.2,50971.75,2021-03-07 00:00:00
50959.11,52402.78,49274.67,52375.17,2021-03-08 00:00:00
52375.18,54895.0,51789.41,54884.5,2021-03-09 00:00:00
54874.67,57387.69,53005.0,55851.59,2021-03-10 00:00:00
55851.59,58150.0,54272.82,57773.16,2021-03-11 00:00:00
57773.15,58081.51,54962.84,57221.72,2021-03-12 00:00:00
57221.72,61844.0,56078.23,61188.39,2021-03-13 00:00:00
61188.38,61724.79,58966.78,58968.31,2021-03-14 00:00:00
58976.08,60633.43,54600.0,55605.2,2021-03-15 00:00:00
55605.2,56938.29,53271.34,56900.75,2021-03-16 00:00:00
56900.74,58974.73,54123.69,58912.97,2021-03-17 00:00:00
58912.97,60129.97,57023.0,57648.16,2021-03-18 00:00:00
57641.0,59468.0,56270.74,58030.01,2021-03-19 00:00:00
58030.01,59880.0,57820.17,58102.28,2021-03-20 00:00:00
58100.02,58589.1,55450.11,57351.56,2021-03-21 00:00:00
57351.56,58430.73,53650.0,54083.25,2021-03-22 00:00:00
54083.25,55830.9,53000.0,54340.89,2021-03-23 00:00:00
54342.8,57200.0,51700.0,52303.65,2021-03-24 00:00:00
52303.66,53287.0,50427.56,51293.78,2021-03-25 00:00:00
51293.78,55073.46,51214.6,55025.59,2021-03-26 00:00:00
55025.59,56700.36,53950.0,55817.14,2021-03-27 00:00:00
55817.14,56559.75,54691.84,55777.63,2021-03-28 00:00:00
55777.65,58405.82,54800.01,57635.47,2021-03-29 00:00:00
57635.46,59368.0,57071.35,58746.57,2021-03-30 00:00:00
58746.57,59800.0,56769.0,58740.55,2021-03-31 00:00:00
58739.46,59490.0,57935.45,58720.44,2021-04-01 00:00:00
58720.45,60200.0,58428.57,58950.01,2021-04-02 00:00:00
58950.01,59791.72,56880.0,57051.94,2021-04-03 00:00:00
57051.95,58492.85,56388.0,58202.01,2021-04-04 00:00:00
58202.01,59272.0,56777.77,59129.99,2021-04-05 00:00:00
59129.99,59495.24,57413.02,57991.15,2021-04-06 00:00:00
57990.03,58655.0,55473.0,55953.45,2021-04-07 00:00:00
55953.44,58153.31,55700.0,58077.52,2021-04-08 00:00:00
58077.52,58894.9,57654.0,58142.54,2021-04-09 00:00:00
58142.55,61500.0,57900.01,59769.13,2021-04-10 00:00:00
59769.13,60699.0,59232.52,60002.43,2021-04-11 00:00:00
59998.8,61300.0,59350.59,59860.0,2021-04-12 00:00:00
59860.01,63777.77,59805.15,63575.0,2021-04-13 00:00:00
63575.01,64854.0,61301.0,62959.53,2021-04-14 00:00:00
62959.53,63800.0,62020.0,63159.98,2021-04-15 00:00:00
63158.74,63520.61,60000.0,61334.8,2021-04-16 00:00:00
61334.81,62506.05,59580.91,60006.66,2021-04-17 00:00:00
60006.67,60499.0,50931.3,56150.01,2021-04-18 00:00:00
56150.01,57526.81,54221.58,55633.14,2021-04-19 00:00:00
55633.14,57076.24,53329.96,56425.0,2021-04-20 00:00:00
56425.0,56757.91,53536.02,53787.63,2021-04-21 00:00:00
53787.62,55521.48,50500.0,51690.96,2021-04-22 00:00:00
51690.95,52131.85,47500.0,51125.14,2021-04-23 00:00:00
51110.56,51166.22,48657.14,50047.84,2021-04-24 00:00:00
50047.84,50567.91,46930.0,49066.77,2021-04-25 00:00:00
49066.76,54356.62,48753.44,54001.39,2021-04-26 00:00:00
54001.38,55460.0,53222.0,55011.97,2021-04-27 00:00:00
55011.97,56428.0,53813.16,54846.22,2021-04-28 00:00:00
54846.23,55195.84,52330.94,53555.0,2021-04-29 00:00:00
53555.0,57963.0,53013.01,57694.27,2021-04-30 00:00:00
57697.25,58458.07,56956.14,57800.37,2021-05-01 00:00:00
57797.35,57911.02,56035.25,56578.21,2021-05-02 00:00:00
56578.21,58981.44,56435.0,57169.39,2021-05-03 00:00:00
57169.39,57200.0,53046.69,53200.01,2021-05-04 00:00:00
53205.05,58069.82,52900.0,57436.11,2021-05-05 00:00:00
57436.11,58360.0,55200.0,56393.68,2021-05-06 00:00:00
56393.68,58650.0,55241.63,57314.75,2021-05-07 00:00:00
57315.49,59500.0,56900.0,58862.05,2021-05-08 00:00:00
58866.53,59300.0,56235.66,58240.84,2021-05-09 00:00:00
58240.83,59500.0,53400.0,55816.14,2021-05-10 00:00:00
55816.14,56862.43,54370.0,56670.02,2021-05-11 00:00:00
56670.02,58000.01,48600.0,49631.32,2021-05-12 00:00:00
49537.15,51367.19,46000.0,49670.97,2021-05-13 00:00:00
49671.92,51483.0,48799.75,49841.45,2021-05-14 00:00:00
49844.16,50700.0,46555.0,46762.99,2021-05-15 00:00:00
46762.99,49795.89,43825.39,46431.5,2021-05-16 00:00:00
46426.83,46686.0,42001.0,43538.04,2021-05-17 00:00:00
43538.02,45799.29,42250.02,42849.78,2021-05-18 00:00:00
42849.78,43584.9,30000.0,36690.09,2021-05-19 00:00:00
36671.23,42451.67,34850.0,40526.64,2021-05-20 00:00:00
40525.39,42200.0,33488.0,37252.01,2021-05-21 00:00:00
37263.35,38829.0,35200.62,37449.73,2021-05-22 00:00:00
37458.51,38270.64,31111.01,34655.25,2021-05-23 00:00:00
34681.44,39920.0,34031.0,38796.29,2021-05-24 00:00:00
38810.99,39791.77,36419.62,38324.72,2021-05-25 00:00:00
38324.72,40841.0,37800.44,39241.91,2021-05-26 00:00:00
39241.92,40411.14,37134.27,38529.98,2021-05-27 00:00:00
38529.99,38877.83,34684.0,35663.49,2021-05-28 00:00:00
35661.79,37338.58,33632.76,34605.15,2021-05-29 00:00:00
34605.15,36488.0,33379.0,35641.27,2021-05-30 00:00:00
35641.26,37499.0,34153.84,37253.81,2021-05-31 00:00:00
37253.82,37894.81,35666.0,36693.09,2021-06-01 00:00:00
36694.85,38225.0,35920.0,37568.68,2021-06-02 00:00:00
37568.68,39476.0,37170.0,39246.79,2021-06-03 00:00:00
39246.78,39289.07,35555.15,36829.0,2021-06-04 00:00:00
36829.15,37925.0,34800.0,35513.2,2021-06-05 00:00:00
35516.07,36480.0,35222.0,35796.31,2021-06-06 00:00:00
35796.31,36900.0,33300.0,33552.79,2021-06-07 00:00:00
33556.96,34068.01,31000.0,33380.81,2021-06-08 00:00:00
33380.8,37534.79,32396.82,37388.05,2021-06-09 00:00:00
37388.05,38491.0,35782.0,36675.72,2021-06-10 00:00:00
36677.83,37680.4,35936.77,37331.98,2021-06-11 00:00:00
37331.98,37463.63,34600.36,35546.11,2021-06-12 00:00:00
35546.12,39380.0,34757.0,39020.57,2021-06-13 00:00:00
39020.56,41064.05,38730.0,40516.29,2021-06-14 00:00:00
40516.28,41330.0,39506.4,40144.04,2021-06-15 00:00:00
40143.8,40527.14,38116.01,38349.01,2021-06-16 00:00:00
38349.0,39559.88,37365.0,38092.97,2021-06-17 00:00:00
38092.97,38202.84,35129.29,35819.84,2021-06-18 00:00:00
35820.48,36457.0,34803.52,35483.72,2021-06-19 00:00:00
35483.72,36137.72,33336.0,35600.16,2021-06-20 00:00:00
35600.17,35750.0,31251.23,31608.93,2021-06-21 00:00:00
31614.12,33298.78,28805.0,32509.56,2021-06-22 00:00:00
32509.56,34881.0,31683.0,33678.07,2021-06-23 00:00:00
33675.07,35298.0,32286.57,34663.09,2021-06-24 00:00:00
34663.08,35500.0,31275.0,31584.45,2021-06-25 00:00:00
31576.09,32730.0,30151.0,32283.65,2021-06-26 00:00:00
32283.65,34749.0,31973.45,34700.34,2021-06-27 00:00:00
34702.49,35297.71,33862.72,34494.89,2021-06-28 00:00:00
34494.89,36600.0,34225.43,35911.73,2021-06-29 00:00:00
35911.72,36100.0,34017.55,35045.0,2021-06-30 00:00:00
35045.0,35057.57,32711.0,33504.69,2021-07-01 00:00:00
33502.33,33977.04,32699.0,33786.55,2021-07-02 00:00:00
33786.54,34945.61,33316.73,34669.13,2021-07-03 00:00:00
34669.12,35967.85,34357.15,35286.51,2021-07-04 00:00:00
35288.13,35293.78,33125.55,33690.14,2021-07-05 00:00:00
33690.15,35118.88,33532.0,34220.01,2021-07-06 00:00:00
34220.02,35059.09,33777.77,33862.12,2021-07-07 00:00:00
33862.11,33929.64,32077.0,32875.71,2021-07-08 00:00:00
32875.71,34100.0,32261.07,33815.81,2021-07-09 00:00:00
33815.81,34262.0,33004.78,33502.87,2021-07-10 00:00:00
33502.87,34666.0,33306.47,34258.99,2021-07-11 00:00:00
34259.0,34678.43,32658.34,33086.63,2021-07-12 00:00:00
33086.94,33340.0,32202.25,32729.77,2021-07-13 00:00:00
32729.12,33114.03,31550.0,32820.02,2021-07-14 00:00:00
32820.03,33185.25,31133.0,31880.0,2021-07-15 00:00:00
31874.49,32249.18,31020.0,31383.87,2021-07-16 00:00:00
31383.86,31955.92,31164.31,31520.07,2021-07-17 00:00:00
31520.07,32435.0,31108.97,31778.56,2021-07-18 00:00:00
31778.57,31899.0,30407.44,30839.65,2021-07-19 00:00:00
30839.65,31063.07,29278.0,29790.35,2021-07-20 00:00:00
29790.34,32858.0,29482.61,32144.51,2021-07-21 00:00:00
32144.51,32591.35,31708.0,32287.83,2021-07-22 00:00:00
32287.58,33650.0,31924.32,33634.09,2021-07-23 00:00:00
33634.1,34500.0,33401.14,34258.14,2021-07-24 00:00:00
34261.51,35398.0,33851.12,35381.02,2021-07-25 00:00:00
35381.02,40550.0,35205.78,37237.6,2021-07-26 00:00:00
37241.33,39542.61,36383.0,39457.87,2021-07-27 00:00:00
39456.61,40900.0,38772.0,40019.56,2021-07-28 00:00:00
40019.57,40640.0,39200.0,40016.48,2021-07-29 00:00:00
40018.49,42316.71,38313.23,42206.37,2021-07-30 00:00:00
42206.36,42448.0,41000.15,41461.83,2021-07-31 00:00:00
41461.84,42599.0,39422.01,39845.44,2021-08-01 00:00:00
39850.27,40480.01,38690.0,39147.82,2021-08-02 00:00:00
39146.86,39780.0,37642.03,38207.05,2021-08-03 00:00:00
38207.04,39969.66,37508.56,39723.18,2021-08-04 00:00:00
39723.17,41350.0,37332.7,40862.46,2021-08-05 00:00:00
40862.46,43392.43,39853.86,42836.87,2021-08-06 00:00:00
42836.87,44700.0,42446.41,44572.54,2021-08-07 00:00:00
44572.54,45310.0,43261.0,43794.37,2021-08-08 00:00:00
43794.36,46454.15,42779.0,46253.4,2021-08-09 00:00:00
46248.87,46700.0,44589.46,45584.99,2021-08-10 00:00:00
45585.0,46743.47,45341.14,45511.0,2021-08-11 00:00:00
45510.67,46218.12,43770.0,44399.0,2021-08-12 00:00:00
44400.06,47886.0,44217.39,47800.0,2021-08-13 00:00:00
47799.99,48144.0,45971.03,47068.51,2021-08-14 00:00:00
47068.5,47372.27,45500.0,46973.82,2021-08-15 00:00:00
46973.82,48053.83,45660.0,45901.29,2021-08-16 00:00:00
45901.3,47160.0,44376.0,44695.95,2021-08-17 00:00:00
44695.95,46000.0,44203.28,44705.29,2021-08-18 00:00:00
44699.37,47033.0,43927.7,46760.62,2021-08-19 00:00:00
46760.62,49382.99,46622.99,49322.47,2021-08-20 00:00:00
49322.47,49757.04,48222.0,48821.87,2021-08-21 00:00:00
48821.88,49500.0,48050.0,49239.22,2021-08-22 00:00:00
49239.22,50500.0,49029.0,49488.85,2021-08-23 00:00:00
49488.85,49860.0,47600.0,47674.01,2021-08-24 00:00:00
47674.01,49264.3,47126.28,48973.32,2021-08-25 00:00:00
48973.32,49352.84,46250.0,46843.87,2021-08-26 00:00:00
46843.86,49149.93,46348.0,49069.9,2021-08-27 00:00:00
49069.9,49299.0,48346.88,48895.35,2021-08-28 00:00:00
48895.35,49632.27,47762.54,48767.83,2021-08-29 00:00:00
48767.84,48888.61,46853.0,46982.91,2021-08-30 00:00:00
46982.91,48246.11,46700.0,47100.89,2021-08-31 00:00:00
47100.89,49156.0,46512.0,48810.52,2021-09-01 00:00:00
48810.51,50450.13,48584.06,49246.64,2021-09-02 00:00:00
49246.63,51000.0,48316.84,49999.14,2021-09-03 00:00:00
49998.0,50535.69,49370.0,49915.64,2021-09-04 00:00:00
49917.54,51900.0,49450.0,51756.88,2021-09-05 00:00:00
51756.88,52780.0,50969.33,52663.9,2021-09-06 00:00:00
52666.2,52920.0,42843.05,46863.73,2021-09-07 00:00:00
46868.57,47340.99,44412.02,46048.31,2021-09-08 00:00:00
46048.31,47399.97,45513.08,46395.14,2021-09-09 00:00:00
46395.14,47033.0,44132.29,44850.91,2021-09-10 00:00:00
44842.2,45987.93,44722.22,45173.69,2021-09-11 00:00:00
45173.68,46460.0,44742.06,46025.24,2021-09-12 00:00:00
46025.23,46880.0,43370.0,44940.73,2021-09-13 00:00:00
44940.72,47250.0,44594.44,47111.52,2021-09-14 00:00:00
47103.28,48500.0,46682.32,48121.41,2021-09-15 00:00:00
48121.4,48557.0,47021.1,47737.82,2021-09-16 00:00:00
47737.81,48150.0,46699.56,47299.98,2021-09-17 00:00:00
47299.98,48843.2,47035.56,48292.74,2021-09-18 00:00:00
48292.75,48372.83,46829.18,47241.75,2021-09-19 00:00:00
47241.75,47347.25,42500.0,43015.62,2021-09-20 00:00:00
43016.64,43639.0,39600.0,40734.38,2021-09-21 00:00:00
40734.09,44000.55,40565.39,43543.61,2021-09-22 00:00:00
43546.37,44978.0,43069.09,44865.26,2021-09-23 00:00:00
44865.26,45200.0,40675.0,42810.57,2021-09-24 00:00:00
42810.58,42966.84,41646.28,42670.64,2021-09-25 00:00:00
42670.63,43950.0,40750.0,43160.9,2021-09-26 00:00:00
43160.9,44350.0,42098.0,42147.35,2021-09-27 00:00:00
42147.35,42787.38,40888.0,41026.54,2021-09-28 00:00:00
41025.01,42590.0,40753.88,41524.28,2021-09-29 00:00:00
41524.29,44141.37,41410.17,43824.1,2021-09-30 00:00:00
43820.01,48495.0,43283.03,48141.61,2021-10-01 00:00:00
48141.6,48336.59,47430.18,47634.9,2021-10-02 00:00:00
47634.89,49228.08,47088.0,48200.01,2021-10-03 00:00:00
48200.01,49536.12,46891.0,49224.94,2021-10-04 00:00:00
49224.93,51886.3,49022.4,51471.99,2021-10-05 00:00:00
51471.99,55750.0,50382.41,55315.0,2021-10-06 00:00:00
55315.0,55332.31,53357.0,53785.22,2021-10-07 00:00:00
53785.22,56100.0,53617.61,53951.43,2021-10-08 00:00:00
53955.67,55489.0,53661.67,54949.72,2021-10-09 00:00:00
54949.72,56561.31,54080.0,54659.0,2021-10-10 00:00:00
54659.01,57839.04,54415.06,57471.35,2021-10-11 00:00:00
57471.35,57680.0,53879.0,55996.93,2021-10-12 00:00:00
55996.91,57777.0,54167.19,57367.0,2021-10-13 00:00:00
57370.83,58532.54,56818.05,57347.94,2021-10-14 00:00:00
57347.94,62933.0,56850.0,61672.42,2021-10-15 00:00:00
61672.42,62378.42,60150.0,60875.57,2021-10-16 00:00:00
60875.57,61718.39,58963.0,61528.33,2021-10-17 00:00:00
61528.32,62695.78,59844.45,62009.84,2021-10-18 00:00:00
62005.6,64486.0,61322.22,64280.59,2021-10-19 00:00:00
64280.59,67000.0,63481.4,66001.41,2021-10-20 00:00:00
66001.4,66639.74,62000.0,62193.15,2021-10-21 00:00:00
62193.15,63732.39,60000.0,60688.22,2021-10-22 00:00:00
60688.23,61747.64,59562.15,61286.75,2021-10-23 00:00:00
61286.75,61500.0,59510.63,60852.22,2021-10-24 00:00:00
60852.22,63710.63,60650.0,63078.78,2021-10-25 00:00:00
63078.78,63293.48,59817.55,60328.81,2021-10-26 00:00:00
60328.81,61496.0,58000.0,58413.44,2021-10-27 00:00:00
58413.44,62499.0,57820.0,60575.89,2021-10-28 00:00:00
60575.9,62980.0,60174.81,62253.71,2021-10-29 00:00:00
62253.7,62359.25,60673.0,61859.19,2021-10-30 00:00:00
61859.19,62405.3,59945.36,61299.8,2021-10-31 00:00:00
61299.81,62437.74,59405.0,60911.11,2021-11-01 00:00:00
60911.12,64270.0,60624.68,63219.99,2021-11-02 00:00:00
63220.57,63500.0,60382.76,62896.48,2021-11-03 00:00:00
62896.49,63086.31,60677.01,61395.01,2021-11-04 00:00:00
61395.01,62595.72,60721.0,60937.12,2021-11-05 00:00:00
60940.18,61560.49,60050.0,61470.61,2021-11-06 00:00:00
61470.62,63286.35,61322.78,63273.59,2021-11-07 00:00:00
63273.58,67789.0,63273.58,67525.83,2021-11-08 00:00:00
67525.82,68524.25,66222.4,66947.66,2021-11-09 00:00:00
66947.67,69000.0,62822.9,64882.43,2021-11-10 00:00:00
64882.42,65600.07,64100.0,64774.26,2021-11-11 00:00:00
64774.25,65450.7,62278.0,64122.23,2021-11-12 00:00:00
64122.22,65000.0,63360.22,64380.0,2021-11-13 00:00:00
64380.01,65550.51,63576.27,65519.1,2021-11-14 00:00:00
65519.11,66401.82,63400.0,63606.74,2021-11-15 00:00:00
63606.73,63617.31,58574.07,60058.87,2021-11-16 00:00:00
60058.87,60840.23,58373.0,60344.87,2021-11-17 00:00:00
60344.86,60976.0,56474.26,56891.62,2021-11-18 00:00:00
56891.62,58320.0,55600.0,58052.24,2021-11-19 00:00:00
58057.1,59845.0,57353.0,59707.51,2021-11-20 00:00:00
59707.52,60029.76,58486.65,58622.02,2021-11-21 00:00:00
58617.7,59444.0,55610.0,56247.18,2021-11-22 00:00:00
56243.83,58009.99,55317.0,57541.27,2021-11-23 00:00:00
57541.26,57735.0,55837.0,57138.29,2021-11-24 00:00:00
57138.29,59398.9,57000.0,58960.36,2021-11-25 00:00:00
58960.37,59150.0,53500.0,53726.53,2021-11-26 00:00:00
53723.72,55280.0,53610.0,54721.03,2021-11-27 00:00:00
54716.47,57445.05,53256.64,57274.88,2021-11-28 00:00:00
57274.89,58865.97,56666.67,57776.25,2021-11-29 00:00:00
57776.25,59176.99,55875.55,56950.56,2021-11-30 00:00:00
56950.56,59053.55,56458.01,57184.07,2021-12-01 00:00:00
57184.07,57375.47,55777.77,56480.34,2021-12-02 00:00:00
56484.26,57600.0,51680.0,53601.05,2021-12-03 00:00:00
53601.05,53859.1,42000.3,49152.47,2021-12-04 00:00:00
49152.46,49699.05,47727.21,49396.33,2021-12-05 00:00:00
49396.32,50891.11,47100.0,50441.92,2021-12-06 00:00:00
50441.91,51936.33,50039.74,50588.95,2021-12-07 00:00:00
50588.95,51200.0,48600.0,50471.19,2021-12-08 00:00:00
50471.19,50797.76,47320.0,47545.59,2021-12-09 00:00:00
47535.9,50125.0,46852.0,47140.54,2021-12-10 00:00:00
47140.54,49485.71,46751.0,49389.99,2021-12-11 00:00:00
49389.99,50777.0,48638.0,50053.9,2021-12-12 00:00:00
50053.9,50189.97,45672.75,46702.75,2021-12-13 00:00:00
46702.76,48700.41,46290.0,48343.28,2021-12-14 00:00:00
48336.95,49500.0,46547.0,48864.98,2021-12-15 00:00:00
48864.98,49436.43,47511.0,47632.38,2021-12-16 00:00:00
47632.38,47995.96,45456.0,46131.2,2021-12-17 00:00:00
46133.83,47392.37,45500.0,46834.48,2021-12-18 00:00:00
46834.47,48300.01,46406.91,46681.23,2021-12-19 00:00:00
46681.24,47537.57,45558.85,46914.16,2021-12-20 00:00:00
46914.17,49328.96,46630.0,48889.88,2021-12-21 00:00:00
48887.59,49576.13,48421.87,48588.16,2021-12-22 00:00:00
48588.17,51375.0,47920.42,50838.81,2021-12-23 00:00:00
50838.82,51810.0,50384.43,50820.0,2021-12-24 00:00:00
50819.99,51156.23,50142.32,50399.66,2021-12-25 00:00:00
50399.67,51280.0,49412.0,50775.49,2021-12-26 00:00:00
50775.48,52088.0,50449.0,50701.44,2021-12-27 00:00:00
50701.44,50704.05,47313.01,47543.74,2021-12-28 00:00:00
47543.74,48139.08,46096.99,46464.66,2021-12-29 00:00:00
46464.66,47900.0,45900.0,47120.87,2021-12-30 00:00:00
47120.88,48548.26,45678.0,46216.93,2021-12-31 00:00:00
46216.93,47954.63,46208.37,47722.65,2022-01-01 00:00:00
47722.66,47990.0,46654.0,47286.18,2022-01-02 00:00:00
47286.18,47570.0,45696.0,46446.1,2022-01-03 00:00:00
46446.1,47557.54,45500.0,45832.01,2022-01-04 00:00:00
45832.01,47070.0,42500.0,43451.13,2022-01-05 00:00:00
43451.14,43816.0,42430.58,43082.31,2022-01-06 00:00:00
43082.3,43145.83,40610.0,41566.48,2022-01-07 00:00:00
41566.48,42300.0,40501.0,41679.74,2022-01-08 00:00:00
41679.74,42786.7,41200.02,41864.62,2022-01-09 00:00:00
41864.62,42248.5,39650.0,41822.49,2022-01-10 00:00:00
41822.49,43100.0,41268.93,42729.29,2022-01-11 00:00:00
42729.29,44322.0,42450.0,43902.66,2022-01-12 00:00:00
43902.65,44500.0,42311.22,42560.11,2022-01-13 00:00:00
42558.35,43448.78,41725.95,43059.96,2022-01-14 00:00:00
43059.96,43800.0,42555.0,43084.29,2022-01-15 00:00:00
43084.29,43475.0,42581.79,43071.66,2022-01-16 00:00:00
43071.66,43176.18,41540.42,42201.62,2022-01-17 00:00:00
42201.63,42691.0,41250.0,42352.12,2022-01-18 00:00:00
42352.12,42559.13,41138.56,41660.01,2022-01-19 00:00:00
41660.0,43505.0,40553.31,40680.91,2022-01-20 00:00:00
40680.92,41100.0,35440.45,36445.31,2022-01-21 00:00:00
36445.31,36835.22,34008.0,35071.42,2022-01-22 00:00:00
35071.42,36499.0,34601.01,36244.55,2022-01-23 00:00:00
36244.55,37550.0,32917.17,36660.35,2022-01-24 00:00:00
36660.35,37545.14,35701.0,36958.32,2022-01-25 00:00:00
36958.32,38919.98,36234.63,36809.34,2022-01-26 00:00:00
36807.24,37234.47,35507.01,37160.1,2022-01-27 00:00:00
37160.11,38000.0,36155.01,37716.56,2022-01-28 00:00:00
37716.57,38720.74,37268.44,38166.84,2022-01-29 00:00:00
38166.83,38359.26,37351.63,37881.76,2022-01-30 00:00:00
37881.75,38744.0,36632.61,38466.9,2022-01-31 00:00:00
38466.9,39265.2,38000.0,38694.59,2022-02-01 00:00:00
38694.59,38855.92,36586.95,36896.36,2022-02-02 00:00:00
36896.37,37387.0,36250.0,37311.61,2022-02-03 00:00:00
37311.98,41772.33,37026.73,41574.25,2022-02-04 00:00:00
41571.7,41913.69,40843.01,41382.59,2022-02-05 00:00:00
41382.6,42656.0,41116.56,42380.87,2022-02-06 00:00:00
42380.87,44500.5,41645.85,43839.99,2022-02-07 00:00:00
43839.99,45492.0,42666.0,44042.99,2022-02-08 00:00:00
44043.0,44799.0,43117.92,44372.72,2022-02-09 00:00:00
44372.71,45821.0,43174.01,43495.44,2022-02-10 00:00:00
43495.44,43920.0,41938.51,42373.73,2022-02-11 00:00:00
42373.73,43079.49,41688.88,42217.87,2022-02-12 00:00:00
42217.87,42760.0,41870.0,42053.66,2022-02-13 00:00:00
42053.65,42842.4,41550.56,42535.94,2022-02-14 00:00:00
42535.94,44751.4,42427.03,44544.86,2022-02-15 00:00:00
44544.85,44549.97,43307.0,43873.56,2022-02-16 00:00:00
43873.56,44164.71,40073.21,40515.7,2022-02-17 00:00:00
40515.71,40959.88,39450.0,39974.44,2022-02-18 00:00:00
39974.45,40444.32,39639.03,40079.17,2022-02-19 00:00:00
40079.17,40125.44,38000.0,38386.89,2022-02-20 00:00:00
38386.89,39494.35,36800.0,37008.16,2022-02-21 00:00:00
37008.16,38429.0,36350.0,38230.33,2022-02-22 00:00:00
38230.33,39249.93,37036.79,37250.01,2022-02-23 00:00:00
37250.02,39843.0,34322.28,38327.21,2022-02-24 00:00:00
38328.68,39683.53,38014.37,39219.17,2022-02-25 00:00:00
39219.16,40348.45,38573.18,39116.72,2022-02-26 00:00:00
39116.73,39855.7,37000.0,37699.07,2022-02-27 00:00:00
